type,word,german,english
noun,Fahrplan,Der Fahrplan hat sich geändert.,The timetable has changed.
noun,Fahrplan,Haben Sie schon den neuen Sommerfahrplan?,Do you already have the new summer timetable?
noun,Strumpf,Wo sind meine roten Strümpfe?,Where are my red stockings?
verb,ausdrucken,Kann ich das auf deinem Drucker ausdrucken?,Can I print this out on your printer?
other,passiv,"Man sollte im Kurs nicht passiv sein, sondern mitdiskutieren.","You should not be passive in the course, but participate in the discussion."
noun,Steckdose,Es gibt drei Steckdosen in diesem Zimmer.,There are three sockets in this room.
noun,Kuli,Hast du einen Kuli für mich?,Do you have a pen for me?
noun,Zvieri/Znüni,Es ist Zeit für ein kleines Zvieri.,It's time for a little snack.
noun,Fotoapparat,Ich möchte mir einen Fotoapparat kaufen.,I would like to buy a camera.
other,senkrecht,Ziehen Sie bitte eine senkrechte Linie.,Please draw a vertical line.
verb,nachschlagen,Ich kenne das Wort nicht. Das musst du im Wörterbuch nachschlagen.,I don't know the word. You'll have to look it up in the dictionary.
verb,sich entschließen,"Mein Nachbar hat sich nun doch entschlossen, sein Auto zu verkaufen.",My neighbor has now decided to sell his car after all.
noun,Müllabfuhr,Die Müllabfuhr kommt zweimal pro Woche.,The refuse collection service comes twice a week.
noun,Integration,Gute Deutschkenntnisse sollen bei der Integration helfen.,Good German language skills should help with integration.
verb,hageln,Bei Gewitter kann es auch hageln.,It can also hail during thunderstorms.
noun,Einnahme,Unser Geschäft läuft gut. Unsere Einnahmen waren in diesem Monat höher als im letzten.,Our business is going well. Our income was higher this month than last.
noun,Familienname,Ludin ist mein Familienname.,Ludin is my family name.
noun,Tourismus,In dieser Gegend gibt es viel Tourismus.,There is a lot of tourism in this area.
noun,Konsum,Der Konsum von Lebensmitteln steigt.,Food consumption is on the rise.
noun,Übernachtung,In diesem Hotel kostet die Übernachtung mit Frühstück 90 Euro.,"In this hotel, an overnight stay with breakfast costs 90 euros."
noun,Personalien,Mein Kollege wird Ihre Personalien aufnehmen.,My colleague will take your personal details.
noun,Hausaufgabe,Kannst du mir bei den Hausaufgaben helfen?,Can you help me with my homework?
noun,Zuschlag,Für diesen Zug müssen Sie einen Zuschlag zahlen.,You will have to pay a surcharge for this train.
noun,Umleitung,Es gibt wegen des Unfalls eine Umleitung.,There is a detour due to the accident.
noun,Prospekt,Bitte schicken Sie mir einen Prospekt von Ihrem Hotel.,Please send me a brochure of your hotel.
noun,Import,"Im dritten Stock ist die Firma Schmidt & Co, Import und Export.","Schmidt & Co, Import and Export, is on the third floor."
noun,Import,Der Import von Zigaretten ist nur bis zu einer bestimmten Menge erlaubt.,The import of cigarettes is only permitted up to a certain quantity.
noun,Überschrift,Der Artikel erschien unter der folgenden Überschrift: „…“,The article appeared under the following headline: "..."
noun,Überschrift,Die Überschrift passt überhaupt nicht zum Inhalt des Artikels.,The headline does not match the content of the article at all.
other,voraussichtlich,Der Zug hat voraussichtlich 20 Minuten Verspätung.,The train is expected to be 20 minutes late.
verb,hochladen,Kannst du bitte die Datei für die Hausaufgabe hochladen?,Can you please upload the file for the homework assignment?
noun,Arbeitsstelle,Meine Frau hat eine neue Arbeitsstelle gefunden.,My wife has found a new job.
noun,Hauptbahnhof,Treffen wir uns am Hauptbahnhof?,Shall we meet at the main station?
noun,Muttersprache,Was ist Ihre Muttersprache?,What is your mother tongue?
noun,Tabelle,Tragen Sie die richtige Information in die Tabelle ein.,Enter the correct information in the table.
noun,Speisewagen,Wo ist der Speisewagen?,Where is the dining car?
verb,faulenzen,Am Wochenende können wir faulenzen.,We can laze around at the weekend.
noun,Grafik,Die Grafik zeigt die Temperaturen im letzten Jahr.,The graph shows the temperatures last year.
other,bewölkt,Heute ist es stark bewölkt.,Today it is very cloudy.
noun,Sportart,Welche Sportart findest du am besten?,Which sport do you like best?
noun,Kaffeehaus,Hier in der Nähe ist ein Kaffeehaus. Lass uns einen Kaffee trinken.,There's a coffee house nearby. Let's have a coffee.
other,gleichberechtigt,Mann und Frau sind gleichberechtigt.,Men and women have equal rights.
noun,Waschmittel,Diese Bluse darfst du nicht mit jedem Waschmittel waschen.,Do not wash this blouse with any detergent.
verb,festsetzen,Die Schule hat den Termin für die Prüfung festgesetzt.,The school has set the date for the exam.
noun,Umweltverschmutzung,Die Umweltverschmutzung nimmt weiter zu.,Environmental pollution continues to increase.
noun,Wohnort,Tragen Sie bitte auch Ihren Wohnort ein.,Please also enter your place of residence.
noun,Wohnort,Tragen Sie bitte Straße und Wohnort ein.,Please enter your street and place of residence.
noun,Einzelheit,Du musst mir das in allen Einzelheiten erzählen.,You have to tell me all the details.
noun,Briefumschlag,Ich hätte gern 50 Briefumschläge und Briefmarken dazu.,I would like 50 envelopes and stamps.
verb,spazieren gehen,Wir gehen sonntags immer spazieren.,We always go for a walk on Sundays.
noun,Tagesablauf,Wie ist Ihr Tagesablauf?,What is your daily routine like?
verb,feststehen,Der Termin steht seit Langem fest.,The date has been fixed for a long time.
noun,Krankenkasse,Die Krankenkasse bezahlt die Medikamente.,The health insurance company pays for the medication.
verb,konsumieren,Die Europäer haben im letzten Jahr mehr Fleisch konsumiert.,Europeans consumed more meat last year.
verb,einzahlen,Ich habe gestern Geld auf mein Bankkonto eingezahlt.,I deposited money into my bank account yesterday.
other,ander-,Die anderen sind schon nach Hause gegangen.,The others have already gone home.
other,ander-,Bitte nicht alle auf einmal! Einer nach dem anderen.,"Not all at once, please! One at a time."
other,ander-,Ich hätte gern ein anderes Auto.,I would like a different car.
other,ander-,Natascha hat unter anderem Chinesisch und Spanisch gelernt.,"Natascha has learned Chinese and Spanish, among other languages."
noun,Wettervorhersage,Die Wettervorhersage für morgen: trocken und sonnig.,The weather forecast for tomorrow: dry and sunny.
verb,kaputtgehen,Pass bitte mit diesem Glas auf. Es geht leicht kaputt.,Please be careful with this glass. It breaks easily.
verb,kaputtgehen,Der Fernseher ist gestern kaputtgegangen.,The TV broke yesterday.
noun,Postleitzahl,Weißt du die Postleitzahl der Kollwitzstraße in Berlin?,Do you know the zip code of Kollwitzstraße in Berlin?
other,mündlich,Die mündliche Prüfung ist erst nächste Woche.,The oral exam is next week.
noun,Einzahlung,Sie sollten die Einzahlung pünktlich machen.,You should make the deposit on time.
other,individuell,"Die Lehrerin versucht, jedes Kind individuell zu fördern.",The teacher tries to support each child individually.
noun,Export,"Hier ist die Firma Schulz, Import und Export.","This is the company Schulz, Import and Export."
noun,Export,Sonja arbeitet in der Exportabteilung.,Sonja works in the export department.
noun,Couvert,Ich hätte gern 50 Couverts und Briefmarken dazu.,I would like 50 envelopes and stamps.
noun,Nachspeise,Nach dem Essen gab es noch eine leckere Nachspeise,After the meal we had a delicious dessert
noun,Fundbüro,Sie haben Ihren Schirm verloren. Da fragen Sie am besten im Fundbüro.,You have lost your umbrella. The best place to ask is the lost and found office.
noun,Vorfahrt,Achtung! Das Auto rechts hat Vorfahrt!,Attention! The car on the right has right of way!
noun,Abfalleimer,Wirf das bitte in den Abfalleimer!,Please throw this in the garbage can!
noun,Bankleitzahl,Bitte geben Sie Ihre Bankleitzahl an.,Please enter your bank sort code.
verb,bekannt geben,Den Prüfungsort geben wir Ihnen noch rechtzeitig bekannt.,We will inform you of the examination location in good time.
noun,Kunststoff,Der Stuhl ist aus Kunststoff.,The chair is made of plastic.
other,zentral,Wir suchen eine Zweizimmerwohnung in zentraler Lage.,We are looking for a two-room apartment in a central location.
other,vegetarisch,Ich mag kein Fleisch. Ich esse am liebsten vegetarisch.,I don't like meat. I prefer to eat vegetarian food.
other,vegetarisch,Haben Sie auch vegetarische Gerichte?,Do you also have vegetarian dishes?
other,preiswert,Die Jacke ist sehr preiswert.,The jacket is very good value for money.
noun,Fachleute,Die suchen Fachleute für dieses Computerprogramm.,They are looking for experts for this computer program.
noun,Zertifikat,"Wenn ich die Prüfung schaffe, bekomme ich ein Zertifikat.","If I pass the exam, I will receive a certificate."
noun,Bankomat-Karte,Sie können auch mit Bankomat-Karte zahlen.,You can also pay with an ATM card.
noun,Konfitüre,Bring bitte noch ein Glas Konfitüre mit.,Please bring a jar of jam with you.
other,farbig,"Ich brauche kein weißes, sondern farbiges Papier.","I don't need white paper, I need colored paper."
noun,Stadtplan,Haben Sie einen Stadtplan?,Do you have a city map?
noun,Rufnummer,Wir möchten Sie gerne anrufen. Wie ist Ihre Rufnummer?,We would like to call you. What is your phone number?
noun,ec-Karte,Bezahlen Sie bar? Sie können auch mit der ec-Karte zahlen.,Do you pay in cash? You can also pay by debit card.
noun,Gebrauchsanweisung,Lesen Sie bitte zuerst die Gebrauchsanweisung.,Please read the instructions for use first.
noun,"Lerner, Lernerin",Sie ist eine fleißige Lernerin.,She is a diligent learner.
noun,Knödel,Möchten Sie zum Fleisch Erdäpfel oder Knödel? – Knödel bitte.,Would you like potatoes or dumplings with your meat?
noun,"Radfahrer, Radfahrerin",Achtung! Da kommt eine Radfahrerin.,Watch out! Here comes a cyclist.
verb,unterstreichen,Wir sollen alle wichtigen Wörter unterstreichen.,We should underline all the important words.
other,folgend,Mehr Informationen auf den folgenden Seiten.,More information on the following pages.
other,folgend,Das Geschäft hat folgende Angebote: …,The store has the following offers: ...
noun,Chipkarte,Ich habe eine Chipkarte für diesen Automaten.,I have a chip card for this machine.
other,alltäglich,Das alltägliche Leben ist manchmal langweilig.,Everyday life is sometimes boring.
other,alltäglich,Der Roman erzählt eine ganz alltägliche Geschichte.,The novel tells an everyday story.
other,halbtags,Ich habe ein kleines Kind und kann nicht acht Stunden am Tag arbeiten. Deshalb möchte ich halbtags arbeiten.,I have a small child and can't work eight hours a day. That's why I would like to work part-time.
noun,Eck,Das Regal stellen wir hier ins Eck.,We put the shelf in the corner here.
noun,Eck,Das bekommen Sie im Kiosk am Eck.,You can get this at the kiosk on the corner.
noun,Eck,Wo ist die Apotheke? ? Gleich ums Eck.,Where is the pharmacy? ? Just around the corner.
noun,Geldautomat,Ich hole noch Geld vom Geldautomaten.,I get some money from the ATM.
noun,Fahrbahn,Fahren Sie bitte vorsichtig. Es sind Kühe auf der Fahrbahn.,Please drive carefully. There are cows on the road.
other,kulturell,Es gibt große kulturelle Unterschiede zwischen den Ländern.,There are major cultural differences between countries.
noun,Metropole,Berlin und Wien sind Metropolen.,Berlin and Vienna are metropolitan cities.
noun,Inserat,Was kostet ein Inserat in der Zeitung?,What does an advertisement in the newspaper cost?
other,neblig,Fahr vorsichtig! Es ist neblig.,Drive carefully! It's foggy.
noun,Gewürz,Von den scharfen Gewürzen bekommt man Durst.,The hot spices make you thirsty.
noun,Anbieter,Ist das ein privater Telefonanbieter?,Is this a private telephone provider?
noun,Verkehrsmittel,Es gibt kaum Parkplätze. Sie sollten mit öffentlichen Verkehrsmitteln fahren.,There are hardly any parking spaces. You should use public transportation.
verb,staubsaugen,Ich muss heute in meiner Wohnung noch staubsaugen.,I have to vacuum my apartment today.
noun,Bancomat/Bankomat,Ich hole noch schnell Geld vom Bankomaten.,I quickly get some money from the ATM.
noun,Laufwerk,Für meinen Computer habe ich mir ein neues Laufwerk gekauft.,I bought a new drive for my computer.
other,möbliert,Ich suche ein möbliertes Zimmer.,I am looking for a furnished room.
noun,Angabe,"Wir brauchen von Ihnen folgende Angaben: Name, Adresse, Geburtsdatum.","We need the following information from you: Name, address, date of birth."
noun,Umweltschutz,Das Land muss mehr Geld für Umweltschutz ausgeben.,The country must spend more money on environmental protection.
verb,abonnieren,Diese Zeitschrift würde ich gerne abonnieren.,I would like to subscribe to this magazine.
noun,Bedienungsanleitung,Die Bedienungsanleitung verstehe ich nicht.,I don't understand the operating instructions.
noun,Abgase,Abgase aus Industrie und Haushalten verschmutzen die Luft.,Exhaust gases from industry and households pollute the air.
other,regional,Du kannst mit einer Regionalbahn fahren. Das ist billiger.,You can take a regional train. It's cheaper.
verb,verschmutzen,Die Fabrik verschmutzt den Fluss.,The factory pollutes the river.
noun,Arbeitserlaubnis,Haben Sie eine Arbeitserlaubnis?,Do you have a work permit?
verb,sich ereignen,Der Unfall ereignete sich am frühen Morgen.,The accident happened early in the morning.
noun,Mensa,Ich esse fast jeden Tag in der Mensa.,I eat in the canteen almost every day.
noun,Anrede,Du darfst im Brief die Anrede nicht vergessen.,You must not forget the salutation in the letter.
noun,"Betriebsrat, Betriebsrätin",Der Betriebsrat wird Sie über die neuen Arbeitszeiten informieren.,The works council will inform you about the new working hours.
verb,(sich) siezen,"Obwohl sie sich schon lange kennen, siezen sie sich.","Although they have known each other for a long time, they are on first-name terms."
noun,Gehsteig,Das Fahrradfahren auf dem Gehsteig ist nicht erlaubt.,Cycling on the sidewalk is not permitted.
noun,Abbildung,"Auf der Abbildung sehen Sie, wie man das Gerät einschaltet.",The illustration shows you how to switch on the device.
other,waagerecht,Ziehen Sie bitte einen waagerechten Strich.,Please draw a horizontal line.
noun,Margarine,Meine Frau isst nur Margarine und keine Butter.,My wife only eats margarine and no butter.
noun,Trottoir,Das Velofahren auf dem Trottoir ist nicht erlaubt.,Cycling on the sidewalk is not permitted.
